iteration,learning_rate,n_estimators,max_depth,min_child_weight,subsample,reg_alpha,reg_lambda,colsample_bynode,colsample_bytree,num_parallel_tree,max_delta_step,score
0.0,0.031206577854963172,2200.0,5.0,1.2772031010576208,0.9770841930980744,0.9647930530847696,0.326444384552625,0.5743659214897132,0.9847885722328903,1.0,0.0,0.009174830868037807
0.0,0.09559403273596598,2200.0,6.0,1.267933367951737,0.19589676586693028,0.7965461325048355,0.7511915173728465,0.39205575150074684,0.986549821832879,4.0,5.0,0.01787388129232471
0.0,0.0019333540069390734,2200.0,6.0,0.44438436204089715,0.08883423052163347,0.20760103019940634,0.37550176934233875,0.8208107534113632,0.4059450617039955,4.0,0.0,0.004063679583673857
0.0,0.10858084519905477,2200.0,3.0,2.1502570645238896,0.08813906467431216,0.04251204469516977,0.4456841734834427,0.3027845732302667,0.3965197493668228,5.0,1.0,0.019462922840253666
0.0,0.04840449868774687,2200.0,6.0,0.9091753042167322,0.6509614713648872,0.11609462893112608,0.5940858685631443,0.43793929317928354,0.6336506334359425,2.0,4.0,0.009649923797863811
0.0,0.2892054124366632,2200.0,4.0,0.31242850656972143,0.30793744373909554,0.15542509145682146,0.9465290427208984,0.6654252649047165,0.8858827773784781,3.0,4.0,0.02544676446536463
0.0,0.08411729171805343,2200.0,4.0,2.1705801938642804,0.44004064451175406,0.0866841939241064,0.70023382302471,0.1700183335804664,0.9606311831460694,5.0,3.0,0.013471954329334337
0.0,0.29727741640968347,2200.0,3.0,0.8605549455672261,0.17075151045433193,0.10844829453859461,0.6486981034969079,0.9279577513676874,0.18212265008201686,2.0,1.0,0.04988464877438041
0.0,0.0032257505602761617,2200.0,5.0,0.9302526697591929,0.3842134012765391,0.3485151110323268,0.880824642346297,0.28793367153030486,0.8422244103709039,5.0,0.0,0.003128927553301205
0.0,0.04350545817437594,2200.0,3.0,0.2640522188457965,0.004057147518964184,0.28722827728571193,0.4417975600616825,0.7723011548160184,0.35503645052338667,1.0,2.0,0.08166851099082337
0.0,0.08671423072946297,2200.0,3.0,1.0582641083084583,0.6154571682292813,0.4302687591623249,0.7549097004997045,0.8164364939005503,0.9808742940567005,2.0,2.0,0.01407303225855387
0.0,0.003192517367716951,2200.0,4.0,1.5228650165651807,0.9369245393401816,0.39630521253776424,0.982217714083324,0.28438408860856046,0.7885729216920979,3.0,0.0,0.025846538531657897
